filename,num_actual_colors,color1_r,color1_g,color1_b,ratio1,color2_r,color2_g,color2_b,ratio2,color3_r,color3_g,color3_b,ratio3,color4_r,color4_g,color4_b,ratio4,color5_r,color5_g,color5_b,ratio5
image_1.jpg,5,13,25,25,0.6531111111111111,232,79,43,0.12893333333333334,189.0,186.0,180.0,0.0704,145.0,150.0,148.0,0.031733333333333336,90.0,26.0,16.0,0.031022222222222222
image_10.jpg,5,253,253,253,0.5469777777777778,253,15,16,0.2537333333333333,37.0,61.0,205.0,0.05773333333333333,190.0,192.0,226.0,0.03275555555555556,68.0,78.0,167.0,0.03017777777777778
image_100.jpg,5,182,191,223,0.2750222222222222,115,53,144,0.21208888888888888,216.0,221.0,221.0,0.24346666666666666,135.0,100.0,161.0,0.09586666666666667,161.0,147.0,189.0,0.07457777777777778
image_101.jpg,5,95,188,195,0.39613333333333334,241,198,177,0.2670666666666667,213.0,77.0,61.0,0.2704888888888889,159.0,37.0,28.0,0.03506666666666667,34.0,22.0,22.0,0.018933333333333333
image_102.jpg,5,252,253,252,0.5692888888888888,147,3,12,0.1424888888888889,9.0,10.0,11.0,0.07457777777777778,79.0,5.0,8.0,0.05,44.0,44.0,44.0,0.04391111111111111
image_103.jpg,5,84,103,110,0.4315111111111111,42,60,68,0.14595555555555556,243.0,235.0,228.0,0.2215111111111111,142.0,150.0,160.0,0.10017777777777778,221.0,11.0,47.0,0.05817777777777778
image_104.jpg,4,254,254,254,0.7028888888888889,250,189,228,0.21324444444444446,108.0,133.0,208.0,0.06137777777777778,147.0,164.0,219.0,0.022488888888888888,,,,
image_105.jpg,5,111,126,68,0.2793333333333333,228,217,217,0.2868,187.0,175.0,160.0,0.21244444444444444,215.0,32.0,34.0,0.10573333333333333,26.0,30.0,13.0,0.06688888888888889
image_106.jpg,5,229,224,221,0.41702222222222224,221,75,30,0.25351111111111113,34.0,33.0,174.0,0.25875555555555557,80.0,78.0,189.0,0.023555555555555555,187.0,91.0,90.0,0.018755555555555557
image_107.jpg,5,251,249,235,0.4520444444444444,43,68,166,0.3963555555555555,60.0,62.0,101.0,0.0324,200.0,206.0,224.0,0.03213333333333333,106.0,116.0,150.0,0.027244444444444446
image_108.jpg,5,213,254,2,0.7519555555555556,147,44,253,0.16519999999999999,36.0,35.0,19.0,0.02168888888888889,139.0,82.0,147.0,0.019822222222222224,210.0,216.0,108.0,0.022
image_109.jpg,3,0,133,254,0.876,3,3,5,0.060622222222222216,2.0,50.0,93.0,0.04186666666666667,,,,,,,,
image_11.jpg,5,215,207,195,0.5584444444444444,129,81,248,0.21137777777777778,69.0,73.0,68.0,0.08742222222222222,243.0,112.0,201.0,0.06782222222222223,215.0,190.0,232.0,0.023466666666666667
image_110.jpg,5,1,1,248,0.5191555555555556,249,235,224,0.22644444444444445,246.0,109.0,9.0,0.0791111111111111,43.0,44.0,145.0,0.04435555555555556,112.0,111.0,200.0,0.031955555555555556
